brand_name,pants_description,price,MRP,discount_percent,ratings,number_of_ratings,Discount_Percentage,Revenue_Score,Price Category
BLUEBIRD,Men Slim Fit Mid Rise Jeans,2384,2649,0.1,4.2,130,,309920,Premium
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130,,300170,Premium
BLUEBIRD,Men Slim Fit Jeans,1312,1458,0.1,4.2,130,,170560,Mid
BLUEBIRD,Men Slim Fit Cotton Jeans,2384,2649,0.1,4.2,130,,309920,Premium
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2384,2649,0.1,4.2,130,,309920,Premium
Nautica,Men Slim Fit Stretchable Jeans,2799,5599,0.5,4.1,35,,97965,Premium
SPYKAR,Men Mid-Rise Light Fade Jeans,1439,4799,0.7,4.1,35,,50365,Mid
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31,,64449,Premium
SPYKAR,Men Slim Fit Low-Rise Jeans,1469,4899,0.7,3.9,31,,45539,Mid
Octave,Men Clean Look Jeans,1429,2199,0.35,3.9,31,,44299,Mid
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31,,48019,Mid
Octave,Men Mid-Rise Clean Look Jeans,1689,2599,0.35,3.9,31,,52359,Mid
Peter England Casuals,Men Skinny Fit Mid-Rise Jeans,1859,2999,0.38,3.9,31,,57629,Mid
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25,,34975,Mid
Peter England Casuals,Men Skinny Fit Mid-Rise Jeans,1494,2299,0.35,4.1,25,,37350,Mid
AMERICAN EAGLE OUTFITTERS,Men Skinny Stretchable Jeans,2699,5999,0.55,3.9,15,,40485,Premium
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16,,22288,Mid
Burton,Men Slim Fit Cotton Jeans,2183,4199,0.48,3.8,16,,34928,Premium
Burton,Men Slim Fit Cotton Jeans,2183,4199,0.48,3.8,16,,34928,Premium
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124,,260276,Premium
Burton,Men Straight Fit Cotton Jeans,2183,4199,0.48,3.7,124,,270692,Premium
Burton,Men Cotton Straight Jeans,2183,4199,0.48,3.7,124,,270692,Premium
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,2183,4199,0.48,3.7,124,,270692,Premium
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57,,78318,Mid
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5,,9145,Mid
John Pride,Men Plus Size Strechable Jeans,4949,5499,0.1,4.6,5,,24745,Premium
SPYKAR,Men Low-Rise Jeans,1289,4299,0.7,4.3,15,,19335,Mid
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1289,4299,0.7,4.3,15,,19335,Mid
Allen Solly,Men Skinny Fit Jeans,2399,3999,0.4,4.3,15,,35985,Premium
Allen Solly,Men Slim Fit Heavy Fade Jeans,2279,3799,0.4,4.3,15,,34185,Premium
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35,,28175,Budget
Flying Machine,Men Skinny Fit Jeans,1875,2799,0.33,2.9,10,,18750,Mid
Jack & Jones,Men Slim Fit Low-Rise Jeans,1814,3299,0.45,4.3,40,,72560,Mid
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42,,68166,Mid
Peter England Casuals,Men Slim Fit Clean Look Jeans,1735,2799,0.38,3.6,8,,13880,Mid
Woodland,Men Slim Fit Heavy Fade Jeans,3196,3995,0.2,3.6,8,,25568,Premium
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,3196,3995,0.2,3.6,8,,25568,Premium
Woodland,Men Slim Fit Mid-Rise Jeans,3196,3995,0.2,4.2,5,,15980,Premium
Woodland,Men Slim Fit Stretchable Jeans,3196,3995,0.2,4.2,5,,15980,Premium
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63,,47817,Budget
Woodland,Men Slim Fit Whiskers Jeans,3196,3995,0.2,4,63,,201348,Premium
Tommy Hilfiger,Men Heavy Fade Cotton Jeans,4999,9999,0.5,3,5,,24995,Premium
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,3,5,,9145,Mid
Peter England Casuals,Men Stretchable Slim Fit Jeans,1859,2999,0.38,3,5,,9295,Mid
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1859,2999,0.38,3,5,,9295,Mid
LINDBERGH,Men Straight Fit Jeans,2249,4499,0.5,3,5,,11245,Premium
LINDBERGH,Men Skinny Fit Jeans,2249,4499,0.5,3,5,,11245,Premium
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130,,165750,Mid
LINDBERGH,Men Slim Fit Jeans,2499,4999,0.5,4.2,130,,324870,Premium
Bewakoof,Men Mildly Distressed Jeans,1599,2999,14,4.2,36,,57564,Mid
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,36,,83124,Premium
Antony Morato,Men Tapered Fit Jeans,5599,13999,0.6,4.2,36,,201564,Premium
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,5599,13999,0.6,4.2,36,,201564,Premium
Antony Morato,Men Tapered Fit Jeans,4399,10999,0.6,4.2,36,,158364,Premium
JADE BLUE,Men Slim Fit Cotton Jeans,1449,2899,0.5,4.2,36,,52164,Mid
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31,,64449,Premium
boohooMAN,Men Regular Fit Checked Jeans,2079,3999,0.48,3.9,31,,64449,Premium
Allen Solly Sport,Men Slim Fit Jeans,2399,3999,0.4,3.8,6,,14394,Premium
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.8,6,,9294,Mid
Allen Solly Sport,Men Slim Stretchable Jeans,2699,4499,0.4,3.8,6,,16194,Premium
Allen Cooper,Men Slim Fit Mid-Rise Jeans,1399,3999,0.65,4.1,16,,22384,Mid
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25,,34975,Mid
Allen Cooper,Men Slim Fit Mid-Rise Jeans,1280,3999,0.67,4,7,,8960,Mid
LINDBERGH,Men Stretchable Jeans,2249,4499,0.5,4,7,,15743,Premium
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16,,22288,Mid
LINDBERGH,Men Stretchable Jeans,2499,4999,0.5,3.8,16,,39984,Premium
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124,,260276,Premium
Jack & Jones,Men Slim Fit Low-Rise Jeans,1474,2499,0.41,4.1,33,,48642,Mid
V-Mart,Men Mid-Rise Light Fade Jeans,559,799,0.3,3.3,8,,4472,Budget
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,559,799,0.3,3.3,8,,4472,Budget
FREAKINS,Men Wide Leg Cargo Jeans,559,799,0.3,3.3,8,,4472,Budget
Antony Morato,Men Slim Fit Jeans,559,799,0.3,3.3,8,,4472,Budget
Octave,Men Mid-Rise Cotton Jeans,559,799,0.3,3.3,8,,4472,Budget
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57,,78318,Mid
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5,,9145,Mid
Jack & Jones,Men Slim Fit Low-Rise Jeans,1814,3299,0.45,4.3,40,,72560,Mid
Peter England Casuals,Men Slim Fit Clean Look Jeans,1735,2799,0.38,3.6,8,,13880,Mid
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1735,2799,0.38,3.6,8,,13880,Mid
Woodland,Men Slim Fit Heavy Fade Jeans,3196,3995,0.2,3.6,8,,25568,Premium
Woodland,Men Slim Fit Mid-Rise Jeans,3196,3995,0.2,4.2,5,,15980,Premium
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35,,28175,Budget
Woodland,Men Slim Fit Stretchable Jeans,3196,3995,0.2,3.1,35,,111860,Premium
Woodland,Men Slim Fit Whiskers Jeans,3196,3995,0.2,3.1,35,,111860,Premium
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42,,68166,Mid
Tommy Hilfiger,Men Heavy Fade Cotton Jeans,4999,9999,0.5,3,5,,24995,Premium
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,4999,9999,0.5,3,5,,24995,Premium
Peter England Casuals,Men Stretchable Slim Fit Jeans,1859,2999,0.38,3,5,,9295,Mid
LINDBERGH,Men Straight Fit Jeans,2249,4499,0.5,3,5,,11245,Premium
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63,,47817,Budget
LINDBERGH,Men Skinny Fit Jeans,2249,4499,0.5,4,63,,141687,Premium
LINDBERGH,Men Slim Fit Jeans,2499,4999,0.5,4,63,,157437,Premium
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,63,,115227,Mid
Bewakoof,Men Mildly Distressed Jeans,1599,2999,14,4.2,36,,57564,Mid
Antony Morato,Men Tapered Fit Jeans,5599,13999,0.6,4.2,36,,201564,Premium
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,5599,13999,0.6,4.2,36,,201564,Premium
Antony Morato,Men Tapered Fit Jeans,4399,10999,0.6,4.2,36,,158364,Premium
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130,,165750,Mid
JADE BLUE,Men Slim Fit Cotton Jeans,1449,2899,0.5,4.2,130,,188370,Mid
boohooMAN,Men Regular Fit Checked Jeans,1449,2899,0.5,4.2,130,,188370,Mid
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130,,300170,Premium
Allen Solly Sport,Men Slim Fit Jeans,2399,3999,0.4,3.8,6,,14394,Premium
Allen Solly Sport,Men Slim Stretchable Jeans,2699,4499,0.4,3.8,6,,16194,Premium
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2699,4499,0.4,3.8,6,,16194,Premium
Allen Cooper,Men Slim Fit Mid-Rise Jeans,1399,3999,0.65,4.1,16,,22384,Mid
Allen Cooper,Men Slim Fit Mid-Rise Jeans,1280,3999,0.67,4,7,,8960,Mid
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31,,64449,Premium
LINDBERGH,Men Stretchable Jeans,2249,4499,0.5,3.9,31,,69719,Premium
LINDBERGH,Men Stretchable Jeans,2499,4999,0.5,3.9,31,,77469,Premium
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31,,48019,Mid
Jack & Jones,Men Slim Fit Low-Rise Jeans,1474,2499,0.41,4.1,33,,48642,Mid
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25,,34975,Mid
V-Mart,Men Mid-Rise Light Fade Jeans,559,799,0.3,3.3,8,,4472,Budget
VAN HEUSEN DENIM LABS,Men Skinny Fit Jeans,2449,3499,0.3,4.4,16,,39184,Premium
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16,,22288,Mid
VAN HEUSEN DENIM LABS,Men Slim Fit Jeans,2834,4049,0.3,3.8,16,,45344,Premium
Peter England Casuals,Men Slim Fit Jeans,1959,2799,0.3,3.8,16,,31344,Mid
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124,,260276,Premium
Peter England Casuals,Men Slim Tapered Fit Jeans,1735,2799,0.38,3.7,124,,215140,Mid
Peter England Casuals,Men Skinny Fit Jeans,1549,2499,0.38,3.7,124,,192076,Mid
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,1549,2499,0.38,3.7,124,,192076,Mid
FREAKINS,Men Wide Leg Cargo Jeans,1549,2499,0.38,3.7,124,,192076,Mid
Antony Morato,Men Slim Fit Jeans,1549,2499,0.38,3.7,124,,192076,Mid
Octave,Men Mid-Rise Cotton Jeans,1549,2499,0.38,3.7,124,,192076,Mid
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57,,78318,Mid
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5,,9145,Mid
Campus Sutra,Men Smart Slim Fit Jeans,588,1899,0.69,4.6,5,,2940,Budget
Flying Machine,Super Skinny Fit Cotton Jeans,1800,3999,0.54,4.6,5,,9000,Mid
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1800,3999,0.54,4.6,5,,9000,Mid
RUG WOODS,Men Classic Clean Look Jeans,1664,3699,0.55,4.6,5,,8320,Mid
RUG WOODS,Men Regular Fit Jeans,1664,3699,0.55,4.6,5,,8320,Mid
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35,,28175,Budget
RUG WOODS,Men Classic Clean Look Jeans,1664,3699,0.55,3.1,35,,58240,Mid
RUG WOODS,Men Classic Clean Look Jeans,1732,3849,0.55,3.1,35,,60620,Mid
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42,,68166,Mid
RUG WOODS,Men Classic Clean Look Jeans,1709,3799,0.55,4.2,42,,71778,Mid
RUG WOODS,Men Classic Clean Look Jeans,1732,3849,0.55,4.2,42,,72744,Mid
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1732,3849,0.55,4.2,42,,72744,Mid
RUG WOODS,Men Regular Fit Jeans,1709,3799,0.55,4.2,42,,71778,Mid
RUG WOODS,Men Classic Clean Look Jeans,1664,3699,0.55,4.2,42,,69888,Mid
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63,,47817,Budget
RUG WOODS,Men Classic Clean Look Jeans,1754,3899,0.55,4,63,,110502,Mid
Trendyol,Men Mid-Rise Jeans,1799,3599,0.5,4,63,,113337,Mid
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,63,,115227,Mid
Trendyol,Men Cotton Mid-Rise Jeans,1709,3799,0.55,3.3,7,,11963,Mid
Trendyol,Men Cotton Mid-Rise Jeans,1439,3199,0.55,3.8,6,,8634,Mid
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1439,3199,0.55,3.8,6,,8634,Mid
Trendyol,Men Clean Look Jeans,1649,3299,0.5,3.8,9,,14841,Mid
GIORDANO,Men Slim Fit Stretchable Jeans,1573,4495,0.65,3.8,9,,14157,Mid
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130,,165750,Mid
John Pride,Plus Size Men Mid-Rise Jeans,3239,3599,0.1,4.2,130,,421070,Premium
John Pride,Plus Size Stretchable Jean,3374,4499,0.25,4.2,130,,438620,Premium
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130,,300170,Premium
WAIMEA,Men Bootcut Mid-Rise Jeans,3149,6999,0.55,4.2,130,,409370,Premium
WAIMEA,Men Skinny Fit Mid-Rise Jeans,1999,4999,0.6,4.2,130,,259870,Mid
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1999,4999,0.6,4.2,130,,259870,Mid
WAIMEA,Men Stretchable Jeans,2699,5999,0.55,4.2,130,,350870,Premium
WAIMEA,Men Bootcut Stretchable Jeans,2699,5999,0.55,4.2,130,,350870,Premium
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31,,64449,Premium
WAIMEA,Men Bootcut Stretchable Jeans,2699,5999,0.55,3.8,8,,21592,Premium
WAIMEA,Men Bootcut Jeans,3149,6999,0.55,3.8,8,,25192,Premium
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.8,8,,12392,Mid
WAIMEA,Men Stretchable Jeans,2499,4999,0.5,3.8,8,,19992,Premium
WAIMEA,Men Stretchable Jeans,1999,4999,0.6,4.4,8,,15992,Mid
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25,,34975,Mid
Pepe Jeans,Men Slim Fit Jeans,1799,3599,0.5,4.5,24,,43176,Mid
WAIMEA,Men Hollywood Bootcut Jeans,2999,5999,0.5,4.5,24,,71976,Premium
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16,,22288,Mid
WAIMEA,Men Bootcut Stretchable Jeans,2999,5999,0.5,3.8,16,,47984,Premium
WAIMEA,Men Bootcut Stretchable Jeans,2799,6999,0.6,3.8,16,,44784,Premium
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124,,260276,Premium
WAIMEA,Men Skinny Stretchable Jeans,1749,4999,0.65,3.7,124,,216876,Mid
BEAT LONDON by PEPE JEANS,Men Slim Fit Low-Rise Jeans,1499,2599,0.42,4.2,12,,17988,Mid
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,1499,2599,0.42,4.2,12,,17988,Mid
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57,,78318,Mid
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5,,9145,Mid
SF JEANS by Pantaloons,Men Light Fade Jeans,1359,1999,0.32,4.6,5,,6795,Mid
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1359,1999,0.32,4.6,5,,6795,Mid
RARE RABBIT,Men Diep Slim Fit Jeans,3249,4999,0.35,4.2,13,,42237,Premium
Pepe Jeans,Men Slim Fit Stretchable Jeans,2249,4999,0.55,3.8,10,,22490,Premium
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35,,28175,Budget
Pepe Jeans,Men Slim Fit Low Rise Jeans,1619,3599,0.55,3.1,35,,56665,Mid
Campus Sutra,Men Smart Slim Fit Jeans,588,1899,0.69,3.1,35,,20580,Budget
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42,,68166,Mid
Flying Machine,Super Skinny Fit Cotton Jeans,1800,3999,0.54,4.2,42,,75600,Mid
RUG WOODS,Men Classic Clean Look Jeans,1664,3699,0.55,4.2,42,,69888,Mid
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1664,3699,0.55,4.2,42,,69888,Mid
RUG WOODS,Men Regular Fit Jeans,1664,3699,0.55,4.2,42,,69888,Mid
RUG WOODS,Men Classic Clean Look Jeans,1664,3699,0.55,4.2,42,,69888,Mid
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63,,47817,Budget
RUG WOODS,Men Classic Clean Look Jeans,1732,3849,0.55,4,63,,109116,Mid
RUG WOODS,Men Classic Clean Look Jeans,1709,3799,0.55,4,63,,107667,Mid
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,63,,115227,Mid
RUG WOODS,Men Classic Clean Look Jeans,1732,3849,0.55,4,63,,109116,Mid
RUG WOODS,Men Regular Fit Jeans,1709,3799,0.55,4,63,,107667,Mid
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264,,390192,Mid
RUG WOODS,Men Classic Clean Look Jeans,1664,3699,0.55,4.3,264,,439296,Mid
RUG WOODS,Men Classic Clean Look Jeans,1754,3899,0.55,4.3,264,,463056,Mid
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1754,3899,0.55,4.3,264,,463056,Mid
Trendyol,Men Mid-Rise Jeans,1799,3599,0.5,4.3,264,,474936,Mid
Trendyol,Men Cotton Mid-Rise Jeans,1709,3799,0.55,3.3,7,,11963,Mid
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130,,165750,Mid
Trendyol,Men Cotton Mid-Rise Jeans,1439,3199,0.55,3.8,6,,8634,Mid
Trendyol,Men Clean Look Jeans,1649,3299,0.5,3.8,9,,14841,Mid
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,3.8,9,,20781,Premium
GIORDANO,Men Slim Fit Stretchable Jeans,1573,4495,0.65,3.8,9,,14157,Mid
John Pride,Plus Size Men Mid-Rise Jeans,3239,3599,0.1,3.8,9,,29151,Premium
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,3239,3599,0.1,3.8,9,,29151,Premium
John Pride,Plus Size Stretchable Jean,3374,4499,0.25,3.8,9,,30366,Premium
WAIMEA,Men Bootcut Mid-Rise Jeans,3149,6999,0.55,3.8,9,,28341,Premium
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31,,64449,Premium
WAIMEA,Men Skinny Fit Mid-Rise Jeans,1999,4999,0.6,3.9,31,,61969,Mid
WAIMEA,Men Stretchable Jeans,2699,5999,0.55,3.9,31,,83669,Premium
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31,,48019,Mid
WAIMEA,Men Bootcut Stretchable Jeans,2699,5999,0.55,3.9,31,,83669,Premium
WAIMEA,Men Bootcut Stretchable Jeans,2699,5999,0.55,3.8,8,,21592,Premium
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25,,34975,Mid
WAIMEA,Men Bootcut Jeans,3149,6999,0.55,4.1,25,,78725,Premium
WAIMEA,Men Stretchable Jeans,2499,4999,0.5,4.1,25,,62475,Premium
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16,,22288,Mid
WAIMEA,Men Stretchable Jeans,1999,4999,0.6,4.4,8,,15992,Mid
Pepe Jeans,Men Slim Fit Jeans,1799,3599,0.5,4.5,24,,43176,Mid
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124,,260276,Premium
VAN HEUSEN DENIM LABS,Men Slim Fit Jeans,2099,3499,0.4,3.7,124,,260276,Premium
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57,,78318,Mid
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5,,9145,Mid
WAIMEA,Men Bootcut Jeans,3499,6999,0.5,4.4,7,,24493,Premium
WAIMEA,Men Skinny Fit Jeans,2099,6999,0.7,3,6,,12594,Premium
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,2099,6999,0.7,3,6,,12594,Premium
WAIMEA,Men Skinny Fit Jeans,2449,6999,0.65,3,6,,14694,Premium
WAIMEA,Men Skinny Fit Jeans,2099,6999,0.7,3,6,,12594,Premium
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35,,28175,Budget
WAIMEA,Men Skinny Fit Jeans,2099,6999,0.7,4.2,5,,10495,Premium
WAIMEA,Men Skinny Fit Jeans,2449,6999,0.65,4.2,5,,12245,Premium
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42,,68166,Mid
RARE RABBIT,Men Tours Slim Fit Jeans,1924,3499,0.45,3.9,19,,36556,Mid
Lee,Men Cotton Slim Fit Jeans,1550,3299,0.53,3.5,15,,23250,Mid
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1550,3299,0.53,3.5,15,,23250,Mid
RARE RABBIT,Men Dunker Slim Fit Jeans,3359,3999,0.16,3.9,7,,23513,Premium
Roadster,Men Skinny Fit Jeans,3359,3999,0.16,3.9,7,,23513,Premium
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63,,47817,Budget
ALCOTT,Men Relaxed Fit Jeans,759,1899,0.6,4,63,,47817,Budget
AMERICAN EAGLE OUTFITTERS,Men Straight Fit Jeans,2749,4999,0.45,4,63,,173187,Premium
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,63,,115227,Mid
AMERICAN EAGLE OUTFITTERS,Men Clean Look Jeans,2749,4999,0.45,4,63,,173187,Premium
SPYKAR,Men Skinny Fit Low-Rise Jeans,1799,5999,0.7,4,63,,113337,Mid
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1799,5999,0.7,4,63,,113337,Mid
CANOE,Men Clean Look Jeans,1959,2799,0.3,4,63,,123417,Mid
CANOE,Men Clean Look Jeans,1539,2199,0.3,3.7,6,,9234,Mid
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130,,165750,Mid
VUDU,Slim Fit Cotton Jean,2549,2999,0.15,4.2,130,,331370,Premium
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130,,300170,Premium
Lee,Men Skinny Fit Jeans,1799,3999,0.55,4.2,130,,233870,Mid
Lee,Men Bruce Skinny Fit Jeans,1799,3999,0.55,4.2,130,,233870,Mid
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1799,3999,0.55,4.2,130,,233870,Mid
French Connection,Men Pure Cotton Mid-Rise Jeans,1799,3999,0.55,4.2,130,,233870,Mid
SELECTED,Men Mid-Low Slim Fit Jeans,3599,5999,0.4,3.5,13,,46787,Premium
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31,,64449,Premium
Flying Machine,Men Clean Look Jeans,1350,2999,0.54,3.9,31,,41850,Mid
Roadster,Men Slim Fit Jeans,1350,2999,0.54,3.9,31,,41850,Mid
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31,,48019,Mid
Roadster,Men Slim Fit Jeans,1549,2499,0.38,3.9,31,,48019,Mid
French Connection,Men Slim Fit Jeans,1549,2499,0.38,3.9,31,,48019,Mid
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25,,34975,Mid
French Connection,Men Slim Fit Jeans,1399,2799,0.5,4.1,25,,34975,Mid
French Connection,Men Slim Fit Casual Jeans,1399,2799,0.5,4.1,25,,34975,Mid
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16,,22288,Mid
Status Quo,Men Whiskers Slim Fit Jeans,1449,2899,0.5,3.8,16,,23184,Mid
Lee,Men Skinny Fit Jeans,1979,4399,0.55,3.8,16,,31664,Mid
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124,,260276,Premium
Lee,Men Skinny Fit Mid-Rise Jeans,1619,3599,0.55,3.7,124,,200756,Mid
WAIMEA,Men Slim Fit Jeans,2799,6999,0.6,3.7,124,,347076,Premium
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,2799,6999,0.6,3.7,124,,347076,Premium
Iconic,Men Wide Leg Jeans,4199,6999,0.4,3.4,7,,29393,Premium
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57,,78318,Mid
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5,,9145,Mid
Iconic,Men Slim Fit Distressed Jeans,3749,7499,0.5,5,5,,18745,Premium
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,3749,7499,0.5,5,5,,18745,Premium
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35,,28175,Budget
CAMLA,Men Ripped Cotton Jeans,1745,3490,0.5,3.1,35,,61075,Mid
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42,,68166,Mid
Peter England Casuals,Men Skinny Fit Jeans,1549,2499,0.38,4.2,42,,65058,Mid
Peter England Casuals,Men Slim Fit Jeans,1624,2499,0.35,4.2,42,,68208,Mid
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1624,2499,0.35,4.2,42,,68208,Mid
Nautica,Men Slim Fit Mid-Rise Jeans,2749,5499,0.5,4.7,7,,19243,Premium
SPYKAR,Men Slim Fit Low-Rise Jeans,1504,4299,0.65,4.3,44,,66176,Mid
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63,,47817,Budget
RUG WOODS,Men Clean Look Whiskers Jeans,1732,3849,0.55,4,63,,109116,Mid
RUG WOODS,Men Mid Rise Clean Look Jeans,1732,3849,0.55,4,63,,109116,Mid
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,63,,115227,Mid
RUG WOODS,Men Clean Look Whiskers Jeans,1709,3799,0.55,4,63,,107667,Mid
RUG WOODS,Men Clean Look Whiskers Jeans,1732,3849,0.55,4,63,,109116,Mid
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1732,3849,0.55,4,63,,109116,Mid
RUG WOODS,Men Clean Look Whiskers Jeans,1709,3799,0.55,4,63,,107667,Mid
RUG WOODS,Men Clean Look Whiskers Jeans,1687,3749,0.55,4,63,,106281,Mid
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130,,165750,Mid
RUG WOODS,Men Clean Look Whiskers Jeans,1709,3799,0.55,4.2,130,,222170,Mid
